Farm_ID,Farmer_Type,Crop_Type,Season,Region,Soil_Type,Rainfall_mm,Temperature_C,Area_Hectare,Yield_ton_per_hectare,Total_Production_ton,Seed_Cost_INR,Fertilizer_Cost_INR,Pesticide_Cost_INR,Labor_Cost_INR,Irrigation_Cost_INR,Total_Cost_INR,Market_Price_per_ton_INR,Total_Revenue_INR,Net_Profit_INR
3180,Small,Rice,Kharif,East,Clay,2023.46,14.92,1.05,4.9607774802090985,5.21,6294.31,6445.17,2070.23,6267.59,3726.54,24803.84,22000,114620.0,89816.16
3181,Medium,Cotton,Rabi,Central,Silt,1370.01,25.08,1.38,2.555191153565725,3.53,4365.65,7707.93,4744.06,16070.32,8263.04,41151.0,55000,194150.0,152999.0
3182,Small,Wheat,Kharif,East,Silt,1033.97,31.21,1.97,4.3873671304479664,8.64,4721.58,9233.61,7696.87,10554.09,5317.99,37524.14,21000,181440.0,143915.86
3183,Medium,Maize,Rabi,West,Loamy,635.62,17.46,2.94,5.033434572919594,14.8,15149.38,22896.82,8919.76,22108.9,15433.44,84508.3,18000,266400.0,181891.7
3184,Medium,Potato,Kharif,East,Silt,359.03,17.12,9.01,19.42733361254337,175.04,22382.42,38877.54,31980.02,85429.07,45151.78,223820.83,12000,2100480.0,1876659.17
3185,Medium,Sugarcane,Zaid,Central,Clay,1791.34,19.32,6.92,69.75079752528691,482.68,15157.84,57790.25,24414.87,93087.22,41764.32,232214.5,3500,1689380.0,1457165.5
3186,Large,Rice,Kharif,Central,Loamy,367.2,20.48,9.43,4.201880813953643,39.62,33800.4,66913.45,9991.2,61162.29,53156.98,225024.32,22000,871640.0,646615.68
3187,Large,Sugarcane,Rabi,West,Sandy,2325.84,18.89,0.73,68.86733796954042,50.27,4092.77,5097.95,2180.19,9343.23,5026.86,25741.0,3500,175945.0,150204.0
3188,Large,Sugarcane,Rabi,Central,Silt,1607.31,25.18,3.55,70.00794714407708,248.53,15200.65,31154.15,11760.16,37792.56,8396.5,104304.02,3500,869855.0,765550.98
3189,Large,Sugarcane,Rabi,East,Sandy,1077.25,12.51,5.16,69.32423283741247,357.71,29263.19,42276.01,12036.08,49386.5,30340.55,163302.33,3500,1251985.0,1088682.67
3190,Small,Potato,Zaid,South,Silt,392.21,14.45,5.43,19.86148613565632,107.85,29830.92,32169.93,19208.91,62023.25,34240.08,177473.09000000003,12000,1294200.0,1116726.91
3191,Small,Rice,Kharif,Central,Clay,1209.67,32.42,1.12,4.522619919370007,5.07,2580.28,7238.44,3351.3,9459.54,7565.35,30194.910000000003,22000,111540.0,81345.09
3192,Large,Rice,Rabi,East,Silt,2208.06,23.55,6.38,4.1684055862499045,26.59,14182.5,48839.26,19487.91,95354.53,26930.41,204794.61000000002,22000,584980.0,380185.39
3193,Small,Sugarcane,Zaid,East,Clay,2433.61,22.09,3.8,70.08168316790534,266.31,12126.81,16085.0,8449.58,23199.31,14267.94,74128.64,3500,932085.0,857956.36
3194,Small,Maize,Zaid,East,Clay,486.84,12.29,2.7,5.112753714630836,13.8,14937.68,18560.79,9858.65,17241.63,16166.62,76765.37,18000,248400.0,171634.63
3195,Medium,Potato,Zaid,Central,Sandy,2009.7,20.35,8.22,19.49669179884282,160.26,33043.99,38101.18,17564.21,113767.33,41841.52,244318.23,12000,1923120.0,1678801.77
3196,Medium,Potato,Kharif,South,Silt,868.39,34.99,1.46,19.642263806490053,28.68,8514.29,4990.19,2102.19,10499.21,6216.64,32322.519999999997,12000,344160.0,311837.48
3197,Medium,Cotton,Kharif,West,Sandy,1134.76,21.53,10.47,2.8366503176900473,29.7,33444.97,93123.3,20340.01,58745.89,67745.6,273399.77,55000,1633500.0,1360100.23
3198,Medium,Potato,Kharif,West,Clay,1504.88,38.98,10.85,20.2315061387465,219.51,41072.33,78296.7,23914.07,150927.25,53018.39,347228.74,12000,2634120.0,2286891.26
3199,Small,Sugarcane,Zaid,Central,Clay,2488.4,22.92,4.24,71.24526148857676,302.08,8919.46,30652.92,13812.4,23846.32,20130.58,97361.68000000001,3500,1057280.0,959918.32
3200,Large,Wheat,Kharif,Central,Clay,759.39,25.0,11.85,3.4487312580687393,40.87,65113.13,66832.83,14944.12,161130.73,49191.67,357212.48,21000,858270.0,501057.52
3201,Small,Sugarcane,Rabi,North,Clay,587.1,34.45,5.11,69.89286040518132,357.15,13489.74,21382.02,15203.97,52661.58,11724.53,114461.84,3500,1250025.0,1135563.16
3202,Small,Rice,Zaid,South,Loamy,1608.95,39.52,11.57,4.142776178395779,47.93,68796.17,96146.39,29348.46,119673.17,81007.38,394971.57,22000,1054460.0,659488.43
3203,Small,Potato,Kharif,East,Clay,2176.71,22.4,11.85,19.473088646698514,230.76,38132.66,80398.94,23099.25,74758.57,48069.03,264458.45,12000,2769120.0,2504661.55
3204,Medium,Potato,Zaid,East,Silt,1726.07,15.36,10.01,19.63507416110453,196.55,57868.07,44975.7,21869.99,113149.49,46240.1,284103.35,12000,2358600.0,2074496.65
3205,Medium,Cotton,Zaid,West,Clay,1064.67,26.65,1.94,2.0697027722129118,4.02,9081.66,7727.96,6004.11,16883.94,5254.49,44952.159999999996,55000,221100.0,176147.84
3206,Medium,Wheat,Kharif,Central,Loamy,2449.36,28.57,7.22,3.888181011489511,28.07,31043.25,53801.68,20244.1,62278.04,41026.96,208394.03,21000,589470.0,381075.97
3207,Large,Potato,Zaid,South,Silt,2489.07,38.86,8.92,19.68929621595019,175.63,22130.1,36238.98,10830.19,106778.57,49659.72,225637.56000000003,12000,2107560.0,1881922.44
3208,Small,Cotton,Kharif,West,Loamy,1995.43,23.59,1.39,2.2514044627860783,3.13,3358.99,5984.58,1804.0,19012.31,5317.78,35477.66,55000,172150.0,136672.34
3209,Large,Cotton,Kharif,South,Loamy,2065.32,14.54,10.78,2.1857255944562515,23.56,33025.23,38915.67,33517.43,132742.3,44725.72,282926.35,55000,1295800.0,1012873.65
3210,Medium,Wheat,Kharif,Central,Silt,1973.85,30.23,10.3,3.4779323567777585,35.82,35329.65,77369.15,37484.23,121735.97,66898.44,338817.44,21000,752220.0,413402.56
3211,Large,Sugarcane,Zaid,East,Loamy,866.85,12.59,11.24,69.8916359801372,785.58,50218.41,76300.18,16668.85,155800.27,58514.62,357502.32999999996,3500,2749530.0,2392027.67
3212,Small,Sugarcane,Zaid,North,Clay,630.58,23.91,6.41,71.16212936947413,456.15,17123.21,35543.07,17856.7,89756.03,22439.05,182718.06,3500,1596525.0,1413806.94
3213,Small,Sugarcane,Kharif,South,Sandy,1519.58,23.47,4.23,70.20816692689665,296.98,20177.82,17159.65,6844.56,52297.69,22767.45,119247.17,3500,1039430.0,920182.83
3214,Medium,Maize,Zaid,East,Sandy,2399.12,19.13,6.32,5.520085182041647,34.89,14058.0,39998.94,24985.95,83443.57,45818.53,208304.99000000002,18000,628020.0,419715.01
3215,Medium,Sugarcane,Kharif,South,Sandy,2232.24,39.0,8.89,69.02324663827973,613.62,48543.57,61136.19,25644.27,65902.83,70941.59,272168.44999999995,3500,2147670.0,1875501.55
3216,Large,Wheat,Rabi,South,Silt,535.09,23.3,5.29,3.7941866792158114,20.07,29139.25,23720.57,18251.28,62487.48,13454.99,147053.57,21000,421470.0,274416.43
3217,Medium,Maize,Zaid,South,Silt,425.38,37.05,4.55,4.840763627565979,22.03,25409.94,22357.2,8505.02,45008.63,21323.17,122603.96,18000,396540.0,273936.04
3218,Medium,Sugarcane,Zaid,Central,Silt,2222.3,26.42,1.39,70.16801627603151,97.53,5140.71,5953.49,2801.02,18752.13,6507.2,39154.55,3500,341355.0,302200.45
3219,Small,Maize,Rabi,West,Sandy,1648.63,34.98,5.64,5.662993475258739,31.94,14217.73,28989.9,8105.64,82399.41,43219.04,176931.72,18000,574920.0,397988.28
3220,Medium,Wheat,Rabi,South,Sandy,969.51,24.64,5.02,3.83780871862867,19.27,20272.96,22436.42,15254.33,38518.52,37758.99,134241.22,21000,404670.0,270428.78
3221,Medium,Sugarcane,Rabi,Central,Silt,1535.89,39.76,8.13,69.92612211044042,568.5,40923.78,48114.69,32069.1,95232.02,38175.84,254515.43000000002,3500,1989750.0,1735234.57
3222,Small,Rice,Kharif,North,Sandy,787.67,29.92,5.55,4.454086794683419,24.72,17071.76,47874.62,13716.15,75194.23,20031.7,173888.46000000002,22000,543840.0,369951.54
3223,Small,Potato,Kharif,West,Loamy,2383.29,16.37,0.55,19.85747566700612,10.92,2567.44,2580.42,709.12,6498.96,3228.03,15583.970000000001,12000,131040.0,115456.03
3224,Large,Wheat,Rabi,Central,Loamy,2119.83,12.18,6.07,2.7479059289868273,16.68,12595.99,33291.51,6311.62,72118.4,16530.26,140847.78,21000,350280.0,209432.22
3225,Medium,Cotton,Kharif,North,Sandy,2416.92,38.01,9.4,2.3767165873027576,22.34,49356.15,49202.33,29378.58,123845.6,30275.34,282058.00000000006,55000,1228700.0,946642.0
3226,Small,Cotton,Zaid,West,Silt,711.53,31.23,11.37,1.9902195959247517,22.63,32639.93,47637.25,17482.76,136731.59,78817.56,313309.08999999997,55000,1244650.0,931340.91
3227,Large,Wheat,Rabi,Central,Clay,2156.07,14.98,2.72,2.622351767638423,7.13,15366.83,24043.81,10343.99,36095.49,19109.9,104960.01999999999,21000,149730.0,44769.98
3228,Large,Cotton,Zaid,North,Clay,1532.63,32.82,5.36,2.605154100426411,13.96,22350.0,32752.48,17164.63,79927.53,39815.71,192010.35,55000,767800.0,575789.65
3229,Medium,Wheat,Kharif,Central,Sandy,1014.98,18.36,10.25,2.9913025247177325,30.66,35893.96,67780.48,15998.98,107012.48,66353.56,293039.45999999996,21000,643860.0,350820.54
3230,Medium,Rice,Rabi,North,Clay,1355.26,34.66,0.99,4.549430821186227,4.5,4899.57,4045.3,3670.13,11542.73,2971.25,27128.98,22000,99000.0,71871.02
3231,Large,Wheat,Kharif,South,Silt,2377.64,29.08,4.52,3.43218860381283,15.51,14699.66,35443.97,7522.16,50408.13,16948.01,125021.93000000001,21000,325710.0,200688.07
3232,Small,Sugarcane,Zaid,South,Loamy,1821.2,15.46,7.3,69.34060310689235,506.19,35480.54,60203.06,28222.55,57081.46,34876.03,215863.64,3500,1771665.0,1555801.36
3233,Large,Sugarcane,Kharif,West,Loamy,1091.81,13.99,4.44,70.36298870401818,312.41,14430.96,26887.27,8265.61,59194.76,17397.5,126176.1,3500,1093435.0,967258.9
3234,Medium,Maize,Zaid,North,Silt,2499.78,25.05,6.13,5.488003930301619,33.64,33035.65,30088.76,8432.17,54330.13,31904.76,157791.47,18000,605520.0,447728.53
3235,Small,Cotton,Kharif,South,Clay,1060.63,38.23,11.3,2.7514955519043784,31.09,66945.85,51276.27,30659.2,164386.64,29030.13,342298.09,55000,1709950.0,1367651.91
3236,Small,Potato,Zaid,West,Sandy,2090.18,27.81,0.78,19.75602065741552,15.41,3612.29,2756.45,2173.12,10350.68,6015.9,24908.440000000002,12000,184920.0,160011.56
3237,Large,Cotton,Kharif,East,Loamy,2025.63,33.26,1.4,1.9675772842248556,2.75,5813.04,7727.81,4039.21,9170.4,11027.34,37777.8,55000,151250.0,113472.2
3238,Medium,Wheat,Rabi,South,Clay,1890.44,25.15,2.77,3.4996631781971277,9.69,10635.62,18016.24,5025.71,15507.02,6758.76,55943.35,21000,203490.0,147546.65
3239,Large,Potato,Rabi,South,Clay,1772.76,22.75,4.93,19.917026938300996,98.19,28183.6,28689.35,10421.54,31560.13,11054.43,109909.04999999999,12000,1178280.0,1068370.95
3240,Large,Potato,Kharif,Central,Loamy,539.06,35.02,5.91,19.307488320115937,114.11,22168.35,36293.62,23491.5,75567.81,29095.55,186616.83,12000,1369320.0,1182703.17
3241,Large,Cotton,Zaid,East,Loamy,2488.9,24.97,0.92,2.6970663530525796,2.48,4821.14,7678.69,2022.24,11308.27,2631.85,28462.19,55000,136400.0,107937.81
3242,Small,Potato,Kharif,North,Sandy,654.29,15.96,10.65,20.74442578756626,220.93,21464.86,49216.91,13908.52,117392.35,30162.29,232144.93000000002,12000,2651160.0,2419015.07
3243,Small,Potato,Rabi,West,Silt,1611.49,19.69,9.22,19.816062252734877,182.7,51352.99,60018.61,21009.78,62819.87,38777.16,233978.41,12000,2192400.0,1958421.59
3244,Medium,Sugarcane,Zaid,East,Clay,848.13,27.72,3.58,69.98650834974609,250.55,12698.18,14020.31,5626.57,34001.7,27745.06,94091.81999999999,3500,876925.0,782833.18
3245,Medium,Rice,Kharif,North,Sandy,671.31,23.27,3.45,5.434720768914301,18.75,10743.37,23357.69,4988.28,35714.63,26291.84,101095.81,22000,412500.0,311404.19
3246,Large,Wheat,Kharif,South,Loamy,1530.82,22.26,0.79,4.140068901083818,3.27,2056.77,2799.73,1696.44,11617.04,5978.15,24148.130000000005,21000,68670.0,44521.87
3247,Large,Cotton,Zaid,West,Silt,2139.96,30.73,5.09,2.6361802299435504,13.42,11636.06,19662.82,10340.77,36577.69,15319.83,93537.17,55000,738100.0,644562.83
3248,Large,Sugarcane,Kharif,West,Silt,1129.28,29.82,3.43,69.7082810663451,239.1,18964.02,13564.09,4631.15,29205.61,8609.85,74974.72,3500,836850.0,761875.28
3249,Medium,Maize,Rabi,East,Clay,469.77,20.79,7.61,5.710265828723121,43.46,25316.93,51372.21,7995.39,86958.34,20250.3,191893.16999999998,18000,782280.0,590386.83
3250,Small,Potato,Rabi,Central,Silt,1672.27,22.06,6.8,20.0326128321528,136.22,40050.83,48313.02,19713.76,48314.27,37675.69,194067.57,12000,1634640.0,1440572.43
3251,Small,Potato,Zaid,North,Loamy,1986.15,33.06,11.51,20.131151376455737,231.71,42400.16,35271.68,19781.07,78164.08,46441.75,222058.74,12000,2780520.0,2558461.26
3252,Large,Cotton,Kharif,East,Loamy,951.39,37.8,9.65,1.181200740197784,11.4,55883.29,76857.97,34446.82,90927.91,69979.17,328095.16000000003,55000,627000.0,298904.84
3253,Large,Rice,Kharif,Central,Loamy,1819.3,21.08,1.43,5.0222870232087935,7.18,6625.46,11152.62,2757.18,14598.15,8513.07,43646.48,22000,157960.0,114313.52
3254,Large,Rice,Rabi,Central,Sandy,466.74,20.17,8.6,4.573740324675063,39.33,22498.36,37001.59,22661.92,102193.43,68703.79,253059.08999999997,22000,865260.0,612200.91
3255,Large,Cotton,Zaid,Central,Loamy,1095.14,19.43,1.73,2.1777980428313524,3.77,5577.37,6117.73,2878.94,21802.96,12888.79,49265.79,55000,207350.0,158084.21
3256,Medium,Cotton,Zaid,West,Sandy,1343.09,15.96,4.22,2.9390688466839796,12.4,24323.46,27405.69,6559.97,57766.63,22889.1,138944.85,55000,682000.0,543055.15
3257,Small,Sugarcane,Zaid,North,Loamy,2020.32,22.56,6.88,70.19435952871204,482.94,25569.87,56505.11,26380.31,57717.03,48078.54,214250.86000000002,3500,1690290.0,1476039.14
3258,Large,Cotton,Rabi,North,Loamy,1043.91,26.45,6.2,2.9741034620997526,18.44,13792.01,31654.27,18802.98,62254.54,18363.43,144867.22999999998,55000,1014200.0,869332.77
3259,Medium,Maize,Rabi,East,Silt,1298.14,27.05,8.47,4.836849975463932,40.97,28469.07,74461.34,32599.9,115475.96,60656.0,311662.27,18000,737460.0,425797.73
3260,Large,Sugarcane,Zaid,South,Clay,1682.38,31.35,9.82,69.73267991884234,684.77,54058.82,86871.34,15714.42,94601.79,61819.06,313065.43,3500,2396695.0,2083629.57
3261,Large,Potato,Zaid,East,Loamy,1672.98,13.47,10.04,19.780523665400832,198.6,60142.01,31007.61,32593.82,64077.17,43409.28,231229.88999999998,12000,2383200.0,2151970.11
3262,Small,Potato,Kharif,North,Silt,1439.07,27.72,1.17,19.57376627914101,22.9,2478.75,8111.78,1954.63,10944.42,8005.37,31494.95,12000,274800.0,243305.05
3263,Large,Potato,Kharif,West,Silt,1022.64,19.14,7.88,19.85980248745857,156.5,30606.99,40236.51,25590.52,100065.46,46830.29,243329.77000000002,12000,1878000.0,1634670.23
3264,Small,Potato,Zaid,East,Clay,1773.83,18.7,11.56,20.37763795552337,235.57,34493.82,44424.14,40364.86,112062.91,29148.97,260494.69999999998,12000,2826840.0,2566345.3
3265,Small,Wheat,Rabi,South,Silt,2141.74,34.11,9.18,3.4151197788866634,31.35,54403.37,68339.57,15059.88,68398.91,72279.38,278481.11,21000,658350.0,379868.89
3266,Small,Maize,Rabi,East,Silt,638.39,16.3,6.48,5.359230173725704,34.73,22913.35,47272.58,13609.94,93404.57,23503.22,200703.66,18000,625140.0,424436.34
3267,Medium,Sugarcane,Kharif,Central,Clay,1049.02,21.21,11.98,68.9539199455874,826.07,68699.51,39606.33,33741.34,96404.08,63297.03,301748.29000000004,3500,2891245.0,2589496.71
3268,Medium,Sugarcane,Zaid,South,Sandy,1771.25,29.85,1.01,70.20904593141844,70.91,4486.9,3873.92,3768.95,10294.95,7287.65,29712.370000000003,3500,248185.0,218472.63
3269,Small,Potato,Rabi,Central,Clay,1962.71,30.0,1.51,20.210470524508867,30.52,8406.63,5223.53,1633.91,12882.49,5635.63,33782.189999999995,12000,366240.0,332457.81
3270,Large,Rice,Rabi,West,Clay,2019.21,13.35,9.33,4.260055680344889,39.75,54081.07,61245.91,24953.77,85551.69,31585.95,257418.39,22000,874500.0,617081.61
3271,Small,Sugarcane,Rabi,North,Loamy,1737.2,14.03,6.82,69.71323628046106,475.44,16500.93,32179.16,9628.1,77974.83,36364.31,172647.33,3500,1664040.0,1491392.67
3272,Large,Maize,Rabi,East,Loamy,1352.19,30.35,1.93,5.667071735794781,10.94,5417.41,12296.24,4388.2,18937.36,7934.33,48973.54000000001,18000,196920.0,147946.46
3273,Small,Cotton,Kharif,East,Sandy,1720.76,38.69,4.82,1.9369672838841514,9.34,14755.91,34268.49,12542.07,29023.28,29649.1,120238.85,55000,513700.0,393461.15
3274,Large,Maize,Rabi,Central,Clay,597.1,39.96,1.24,6.017305109863653,7.46,5134.49,6318.85,4176.48,12506.96,4874.19,33010.97,18000,134280.0,101269.03
3275,Medium,Potato,Rabi,Central,Clay,757.07,39.64,6.55,19.95550281681688,130.71,19419.48,33346.28,26162.94,52274.98,51978.07,183181.75,12000,1568520.0,1385338.25
3276,Large,Potato,Zaid,North,Sandy,2340.57,21.84,1.7,19.719345970804625,33.52,9749.66,12734.14,4555.55,19226.84,6284.58,52550.770000000004,12000,402240.0,349689.23
3277,Small,Wheat,Zaid,East,Loamy,2328.78,18.77,0.58,2.9400564466863894,1.71,1579.44,2970.35,1329.42,3953.65,3378.17,13211.03,21000,35910.0,22698.97
3278,Medium,Sugarcane,Kharif,North,Clay,1892.54,14.76,4.21,70.32461627082047,296.07,11299.97,21471.64,10621.36,45551.52,15277.06,104221.54999999999,3500,1036245.0,932023.45
3279,Large,Sugarcane,Kharif,Central,Sandy,1019.5,21.12,3.19,70.04045536915959,223.43,8314.78,21094.76,8948.88,30305.67,15211.81,83875.9,3500,782005.0,698129.1
3280,Large,Sugarcane,Kharif,Central,Loamy,1727.45,19.75,4.66,70.31287448153607,327.66,17446.88,15941.54,5837.39,60960.71,17464.61,117651.12999999999,3500,1146810.0,1029158.87
3281,Large,Potato,Kharif,South,Silt,1813.14,28.15,4.53,20.693121661119136,93.74,9879.56,22883.3,5507.29,38008.93,20363.67,96642.75,12000,1124880.0,1028237.25
3282,Large,Sugarcane,Rabi,Central,Sandy,1433.25,22.33,7.75,69.62093832023301,539.56,36582.14,29344.13,15745.29,46504.4,44885.23,173061.19,3500,1888460.0,1715398.81
3283,Large,Rice,Zaid,Central,Sandy,1946.76,18.48,8.32,4.287927111506637,35.68,24916.64,68932.75,9798.63,48692.4,51872.89,204213.31,22000,784960.0,580746.69
3284,Medium,Rice,Rabi,North,Clay,365.32,29.15,1.96,4.005503167074876,7.85,11238.42,9760.82,4872.13,18627.92,6691.57,51190.85999999999,22000,172700.0,121509.14
3285,Medium,Cotton,Rabi,South,Silt,863.69,21.05,6.12,2.128058413116116,13.02,16640.47,35539.54,10855.39,62291.82,45256.38,170583.6,55000,716100.0,545516.4
3286,Medium,Sugarcane,Rabi,South,Loamy,2047.79,21.9,10.73,70.52525951577115,756.74,24844.34,37803.24,12422.44,93902.84,42205.78,211178.63999999998,3500,2648590.0,2437411.36
3287,Medium,Wheat,Zaid,East,Silt,2365.14,28.76,2.21,4.202399305205984,9.29,7977.61,13189.46,2549.5,28454.09,5240.06,57410.72,21000,195090.0,137679.28
3288,Small,Cotton,Kharif,West,Clay,2227.39,15.31,11.62,2.5571960039685404,29.71,34639.79,80738.08,25902.86,135406.06,89256.24,365943.02999999997,55000,1634050.0,1268106.97
3289,Medium,Potato,Kharif,East,Clay,1876.29,33.68,0.72,20.278722949372053,14.6,3942.99,2352.68,1435.2,7671.04,2616.47,18018.38,12000,175200.0,157181.62
3290,Large,Sugarcane,Zaid,East,Loamy,664.09,39.03,1.65,70.89492275103304,116.98,6734.35,8240.02,5681.5,18333.88,13167.88,52157.63,3500,409430.0,357272.37
3291,Large,Rice,Zaid,East,Loamy,1111.18,25.74,2.54,4.306831575705669,10.94,9923.48,16103.99,3535.93,32090.41,13420.25,75074.06,22000,240680.0,165605.94
3292,Medium,Wheat,Kharif,South,Loamy,410.47,27.68,5.9,4.2186657147201965,24.89,30166.78,52969.87,6384.57,65368.53,41847.63,196737.38,21000,522690.0,325952.62
3293,Large,Cotton,Rabi,North,Clay,1707.7,22.77,3.94,2.8149993757273744,11.09,18165.59,29933.3,4652.48,28476.17,10441.97,91669.51,55000,609950.0,518280.49
3294,Medium,Wheat,Kharif,Central,Loamy,1289.7,38.79,5.31,3.41492531589485,18.13,10824.38,33991.18,10599.98,48116.21,28193.43,131725.18,21000,380730.0,249004.82
3295,Large,Sugarcane,Zaid,South,Loamy,1560.63,15.72,11.32,69.94369091912964,791.76,53677.09,48143.96,31913.2,72012.84,23911.64,229658.72999999998,3500,2771160.0,2541501.27
3296,Small,Maize,Kharif,Central,Loamy,2454.58,34.78,4.43,4.872319966594273,21.58,21483.68,39040.78,11077.16,60747.89,18954.32,151303.83000000002,18000,388440.0,237136.17
3297,Small,Wheat,Kharif,Central,Sandy,1184.96,30.21,10.25,4.5557196150202905,46.7,27648.41,43151.46,27777.47,73656.77,23029.65,195263.75999999998,21000,980700.0,785436.24
3298,Medium,Wheat,Kharif,West,Loamy,974.76,34.16,1.34,3.2316726500814337,4.33,6482.29,5264.02,3859.89,14743.44,6396.46,36746.1,21000,90930.0,54183.9
3299,Medium,Potato,Zaid,East,Clay,631.33,38.61,9.84,18.956218242789337,186.53,58797.99,54655.49,18975.55,54470.73,61780.53,248680.29,12000,2238360.0,1989679.71
3300,Medium,Rice,Zaid,West,Sandy,615.94,25.89,10.87,3.7159431885686205,40.39,34525.53,80877.99,40508.14,88892.37,78974.96,323778.99,22000,888580.0,564801.01
3301,Large,Sugarcane,Kharif,East,Clay,1440.86,20.07,3.78,69.7208619716443,263.54,8143.21,13414.29,3881.22,52731.18,22644.29,100814.19,3500,922390.0,821575.81
3302,Medium,Wheat,Kharif,South,Silt,1948.3,33.83,6.79,3.9381660469295023,26.74,36677.36,27883.15,10439.91,87876.11,43123.57,206000.1,21000,561540.0,355539.9
3303,Small,Sugarcane,Rabi,Central,Sandy,1541.82,35.65,2.65,69.25791398705917,183.53,7472.12,17883.31,7786.48,15715.34,8763.01,57620.26,3500,642355.0,584734.74
3304,Large,Rice,Rabi,West,Loamy,2221.24,31.22,1.54,4.623735887916787,7.12,7875.02,4842.94,6035.17,16294.2,5786.31,40833.64,22000,156640.0,115806.36
3305,Medium,Potato,Kharif,South,Sandy,994.92,35.77,9.36,20.181387013391017,188.9,33960.34,65154.55,13636.77,82747.15,71385.82,266884.63,12000,2266800.0,1999915.37
3306,Large,Sugarcane,Zaid,South,Clay,1609.1,32.45,7.74,69.81020389228084,540.33,43462.79,26211.24,24159.86,49157.81,23054.04,166045.74000000002,3500,1891155.0,1725109.26
3307,Large,Rice,Rabi,East,Sandy,1754.73,38.81,9.15,4.414871325344327,40.4,52776.38,47704.74,15904.44,120623.91,72689.56,309699.03,22000,888800.0,579100.97
3308,Medium,Rice,Kharif,Central,Silt,917.52,27.98,5.56,4.753542407245644,26.43,19928.59,30532.67,8909.87,76166.9,39159.97,174698.0,22000,581460.0,406762.0
3309,Large,Cotton,Rabi,East,Loamy,1171.87,22.65,3.37,2.6381362930708634,8.89,19962.21,23114.46,6452.18,33854.17,22963.97,106346.98999999999,55000,488950.0,382603.01
3310,Small,Potato,Rabi,East,Loamy,1600.07,31.05,5.41,20.064291947087238,108.55,11421.02,26950.24,8165.04,37326.2,37059.81,120922.31,12000,1302600.0,1181677.69
3311,Small,Potato,Rabi,South,Silt,346.05,13.94,1.25,19.01103482542802,23.76,5345.06,4457.23,3216.42,11493.94,5294.85,29807.5,12000,285120.0,255312.5
3312,Large,Sugarcane,Zaid,East,Clay,2250.54,25.95,3.76,69.6965164498012,262.06,18631.22,14429.93,14450.22,20022.37,25403.16,92936.90000000001,3500,917210.0,824273.1
3313,Medium,Maize,Kharif,North,Sandy,544.34,33.66,3.92,4.624306864488151,18.13,14547.49,22149.56,14772.37,47143.05,16174.26,114786.73,18000,326340.0,211553.27
3314,Large,Cotton,Zaid,Central,Clay,404.63,16.73,8.72,2.8053575859108935,24.46,40416.45,56121.4,22709.71,122364.37,36607.04,278218.97,55000,1345300.0,1067081.03
3315,Small,Potato,Zaid,East,Clay,773.08,23.21,1.11,19.765231958716576,21.94,3584.88,9562.95,3573.73,5724.14,7507.48,29953.18,12000,263280.0,233326.82
3316,Large,Rice,Rabi,East,Clay,1405.1,21.81,3.32,5.22591784414072,17.35,7668.01,21013.22,5292.31,38339.16,14415.89,86728.59000000001,22000,381700.0,294971.41
3317,Large,Potato,Kharif,West,Loamy,1023.13,21.38,3.68,20.601020161805838,75.81,19649.88,26510.87,9821.54,21673.06,25199.74,102855.09000000001,12000,909720.0,806864.91
3318,Small,Maize,Rabi,Central,Sandy,1268.32,30.22,6.84,5.8716383130913945,40.16,21788.43,28316.55,22769.53,50029.13,14145.44,137049.08,18000,722880.0,585830.92
3319,Large,Wheat,Zaid,Central,Loamy,485.4,25.93,3.31,3.6138432702026995,11.96,9210.37,29612.3,6512.44,34268.73,10028.08,89631.92,21000,251160.0,161528.08
3320,Large,Wheat,Zaid,East,Loamy,812.83,34.32,2.02,3.4797462064136804,7.03,5655.02,7828.86,3287.63,16562.08,15352.7,48686.29000000001,21000,147630.0,98943.71
3321,Medium,Potato,Kharif,North,Loamy,514.85,13.62,3.47,19.82079597935354,68.78,18357.14,22131.92,6496.33,17554.22,20045.22,84584.83,12000,825360.0,740775.17
3322,Medium,Potato,Zaid,West,Sandy,805.35,24.71,5.35,20.473369329938095,109.53,12106.77,46442.85,9787.39,79327.33,25724.67,173389.01,12000,1314360.0,1140970.99
3323,Small,Cotton,Zaid,North,Silt,1847.28,12.39,6.54,3.0870910197173975,20.19,26104.93,37938.8,11856.38,43895.59,35842.13,155637.83,55000,1110450.0,954812.17
3324,Small,Potato,Kharif,East,Loamy,1565.64,18.18,0.92,19.86891729488951,18.28,2555.03,7744.89,1097.73,9451.52,4059.45,24908.62,12000,219360.0,194451.38
3325,Small,Maize,Rabi,Central,Loamy,1034.74,33.71,4.06,5.766837282604673,23.41,18704.75,26487.6,10134.89,41234.88,11353.84,107915.95999999999,18000,421380.0,313464.04
3326,Medium,Potato,Kharif,Central,Loamy,874.7,14.97,9.29,19.881657716060406,184.7,48271.09,75361.49,13752.42,134659.19,68254.08,340298.27,12000,2216400.0,1876101.73
3327,Small,Sugarcane,Zaid,North,Sandy,2494.56,14.96,7.37,70.09903773671819,516.63,31297.45,53652.36,27245.18,93643.34,48086.43,253924.75999999998,3500,1808205.0,1554280.24
